{'doc_id': 'APW_ENG_20010401.0004', 'sentence_id': 19, 'h': {'id': 'Q956', 'pos': [9, 10]}, 't': {'id': 'Q148', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0733', 'sentence_id': 24, 'h': {'id': 'Q794', 'pos': [7, 8]}, 't': {'id': 'Q43', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0735', 'sentence_id': 30, 'h': {'id': 'Q159', 'pos': [40, 41]}, 't': {'id': 'Q5187', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 1, 'h': {'id': 'Q41', 'pos': [11, 12]}, 't': {'id': 'Q31', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 9, 'h': {'id': 'Q269080', 'pos': [17, 19]}, 't': {'id': 'Q159', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 15, 'h': {'id': 'Q38', 'pos': [29, 30]}, 't': {'id': 'Q40', 'pos': [24, 25]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 15, 'h': {'id': 'Q41', 'pos': [28, 29]}, 't': {'id': 'Q55', 'pos': [36, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 16, 'h': {'id': 'Q858', 'pos': [4, 5]}, 't': {'id': 'Q822', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 16, 'h': {'id': 'Q85', 'pos': [12, 13]}, 't': {'id': 'Q79', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 18, 'h': {'id': 'Q1986', 'pos': [27, 28]}, 't': {'id': 'Q1987', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 28, 'h': {'id': 'Q843', 'pos': [18, 19]}, 't': {'id': 'Q837', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 28, 'h': {'id': 'Q37', 'pos': [19, 20]}, 't': {'id': 'Q211', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0738', 'sentence_id': 29, 'h': {'id': 'Q42418', 'pos': [4, 5]}, 't': {'id': 'Q889', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0740', 'sentence_id': 24, 'h': {'id': 'Q43100', 'pos': [26, 27]}, 't': {'id': 'Q843', 'pos': [31, 32]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0751', 'sentence_id': 14, 'h': {'id': 'Q917', 'pos': [11, 12]}, 't': {'id': 'Q837', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0751', 'sentence_id': 15, 'h': {'id': 'Q131', 'pos': [10, 11]}, 't': {'id': 'Q130', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0751', 'sentence_id': 15, 'h': {'id': 'Q43', 'pos': [12, 13]}, 't': {'id': 'Q23522', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0753', 'sentence_id': 5, 'h': {'id': 'Q822', 'pos': [8, 9]}, 't': {'id': 'Q801', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0759', 'sentence_id': 7, 'h': {'id': 'Q875556', 'pos': [13, 14]}, 't': {'id': 'Q801', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0759', 'sentence_id': 7, 'h': {'id': 'Q16007968', 'pos': [29, 30]}, 't': {'id': 'Q889', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0759', 'sentence_id': 7, 'h': {'id': 'Q1354', 'pos': [23, 24]}, 't': {'id': 'Q902', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0794', 'sentence_id': 20, 'h': {'id': 'Q183', 'pos': [22, 23]}, 't': {'id': 'Q40', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 1, 'h': {'id': 'Q3310017', 'pos': [27, 28]}, 't': {'id': 'Q843', 'pos': [37, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 11, 'h': {'id': 'Q227', 'pos': [11, 12]}, 't': {'id': 'Q794', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 17, 'h': {'id': 'Q155', 'pos': [7, 8]}, 't': {'id': 'Q884', 'pos': [21, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 17, 'h': {'id': 'Q43100', 'pos': [27, 28]}, 't': {'id': 'Q843', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 18, 'h': {'id': 'Q31', 'pos': [10, 11]}, 't': {'id': 'Q55', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 18, 'h': {'id': 'Q889', 'pos': [12, 13]}, 't': {'id': 'Q794', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 20, 'h': {'id': 'Q928', 'pos': [18, 19]}, 't': {'id': 'Q252', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 30, 'h': {'id': 'Q902', 'pos': [0, 1]}, 't': {'id': 'Q843', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 30, 'h': {'id': 'Q796', 'pos': [19, 20]}, 't': {'id': 'Q43', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0825', 'sentence_id': 31, 'h': {'id': 'Q159', 'pos': [19, 20]}, 't': {'id': 'Q649', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0831', 'sentence_id': 30, 'h': {'id': 'Q884', 'pos': [14, 16]}, 't': {'id': 'Q17', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0840', 'sentence_id': 19, 'h': {'id': 'Q833', 'pos': [8, 9]}, 't': {'id': 'Q928', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0840', 'sentence_id': 19, 'h': {'id': 'Q40', 'pos': [7, 8]}, 't': {'id': 'Q215', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0870', 'sentence_id': 1, 'h': {'id': 'Q916', 'pos': [7, 8]}, 't': {'id': 'Q45', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0902', 'sentence_id': 8, 'h': {'id': 'Q42418', 'pos': [16, 17]}, 't': {'id': 'Q889', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0911', 'sentence_id': 19, 'h': {'id': 'Q381173', 'pos': [5, 7]}, 't': {'id': 'Q213', 'pos': [7, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0922', 'sentence_id': 28, 'h': {'id': 'Q801', 'pos': [7, 8]}, 't': {'id': 'Q810', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0922', 'sentence_id': 28, 'h': {'id': 'Q16', 'pos': [7, 8]}, 't': {'id': 'Q717', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0934', 'sentence_id': 3, 'h': {'id': 'Q192064', 'pos': [17, 19]}, 't': {'id': 'Q159', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0979', 'sentence_id': 1, 'h': {'id': 'Q36678', 'pos': [32, 34]}, 't': {'id': 'Q158119', 'pos': [36, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.0986', 'sentence_id': 1, 'h': {'id': 'Q36678', 'pos': [7, 9]}, 't': {'id': 'Q158119', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1013', 'sentence_id': 3, 'h': {'id': 'Q796', 'pos': [0, 1]}, 't': {'id': 'Q817', 'pos': [36, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1013', 'sentence_id': 3, 'h': {'id': 'Q801', 'pos': [18, 19]}, 't': {'id': 'Q36678', 'pos': [13, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 1, 'h': {'id': 'Q159', 'pos': [20, 21]}, 't': {'id': 'Q34', 'pos': [40, 41]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 2, 'h': {'id': 'Q129', 'pos': [13, 14]}, 't': {'id': 'Q128', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 4, 'h': {'id': 'Q3640', 'pos': [20, 21]}, 't': {'id': 'Q43', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 4, 'h': {'id': 'Q328906', 'pos': [14, 16]}, 't': {'id': 'Q3543891', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 5, 'h': {'id': 'Q874', 'pos': [9, 10]}, 't': {'id': 'Q889', 'pos': [33, 34]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1061', 'sentence_id': 5, 'h': {'id': 'Q1415', 'pos': [15, 16]}, 't': {'id': 'Q6346', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1074', 'sentence_id': 10, 'h': {'id': 'Q23148', 'pos': [13, 14]}, 't': {'id': 'Q21', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1075', 'sentence_id': 10, 'h': {'id': 'Q682969', 'pos': [9, 13]}, 't': {'id': 'Q96', 'pos': [21, 22]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1079', 'sentence_id': 16, 'h': {'id': 'Q256527', 'pos': [0, 5]}, 't': {'id': 'Q229749', 'pos': [0, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1079', 'sentence_id': 17, 'h': {'id': 'Q817', 'pos': [14, 15]}, 't': {'id': 'Q796', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 1, 'h': {'id': 'Q181912', 'pos': [0, 1]}, 't': {'id': 'Q727', 'pos': [30, 31]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 2, 'h': {'id': 'Q574', 'pos': [29, 31]}, 't': {'id': 'Q252', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 4, 'h': {'id': 'Q37643', 'pos': [19, 21]}, 't': {'id': 'Q796', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 4, 'h': {'id': 'Q649', 'pos': [15, 16]}, 't': {'id': 'Q159', 'pos': [37, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 5, 'h': {'id': 'Q817', 'pos': [8, 9]}, 't': {'id': 'Q796', 'pos': [41, 42]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1082', 'sentence_id': 5, 'h': {'id': 'Q796', 'pos': [7, 8]}, 't': {'id': 'Q35', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1086', 'sentence_id': 1, 'h': {'id': 'Q902', 'pos': [17, 18]}, 't': {'id': 'Q1354', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1110', 'sentence_id': 3, 'h': {'id': 'Q833', 'pos': [15, 16]}, 't': {'id': 'Q928', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1111', 'sentence_id': 1, 'h': {'id': 'Q1036', 'pos': [24, 25]}, 't': {'id': 'Q114', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1114', 'sentence_id': 16, 'h': {'id': 'Q817', 'pos': [24, 25]}, 't': {'id': 'Q796', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1114', 'sentence_id': 17, 'h': {'id': 'Q129', 'pos': [17, 18]}, 't': {'id': 'Q130', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1145', 'sentence_id': 2, 'h': {'id': 'Q39', 'pos': [7, 8]}, 't': {'id': 'Q184', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1148', 'sentence_id': 22, 'h': {'id': 'Q148', 'pos': [26, 27]}, 't': {'id': 'Q865', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010604.1148', 'sentence_id': 22, 'h': {'id': 'Q35', 'pos': [18, 19]}, 't': {'id': 'Q218', 'pos': [14, 15]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0082', 'sentence_id': 17, 'h': {'id': 'Q817', 'pos': [20, 21]}, 't': {'id': 'Q796', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0101', 'sentence_id': 17, 'h': {'id': 'Q244', 'pos': [2, 3]}, 't': {'id': 'Q36168', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0129', 'sentence_id': 3, 'h': {'id': 'Q889', 'pos': [35, 36]}, 't': {'id': 'Q843', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0153', 'sentence_id': 1, 'h': {'id': 'Q64', 'pos': [13, 14]}, 't': {'id': 'Q183', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0164', 'sentence_id': 17, 'h': {'id': 'Q36678', 'pos': [5, 7]}, 't': {'id': 'Q801', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0182', 'sentence_id': 17, 'h': {'id': 'Q5187', 'pos': [12, 13]}, 't': {'id': 'Q159', 'pos': [39, 40]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0216', 'sentence_id': 5, 'h': {'id': 'Q1486', 'pos': [21, 23]}, 't': {'id': 'Q414', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 1, 'h': {'id': 'Q843', 'pos': [2, 3]}, 't': {'id': 'Q1362', 'pos': [11, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 5, 'h': {'id': 'Q2900', 'pos': [11, 12]}, 't': {'id': 'Q736', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 5, 'h': {'id': 'Q34', 'pos': [1, 2]}, 't': {'id': 'Q20', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 18, 'h': {'id': 'Q796', 'pos': [9, 10]}, 't': {'id': 'Q48', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 21, 'h': {'id': 'Q881', 'pos': [15, 16]}, 't': {'id': 'Q424', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 23, 'h': {'id': 'Q105', 'pos': [15, 16]}, 't': {'id': 'Q132', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 24, 'h': {'id': 'Q750', 'pos': [16, 17]}, 't': {'id': 'Q733', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 30, 'h': {'id': 'Q159', 'pos': [10, 11]}, 't': {'id': 'Q17', 'pos': [36, 37]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0230', 'sentence_id': 30, 'h': {'id': 'Q43100', 'pos': [14, 15]}, 't': {'id': 'Q843', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0233', 'sentence_id': 1, 'h': {'id': 'Q833', 'pos': [5, 6]}, 't': {'id': 'Q928', 'pos': [3, 4]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0258', 'sentence_id': 1, 'h': {'id': 'Q717', 'pos': [0, 1]}, 't': {'id': 'Q739', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0306', 'sentence_id': 5, 'h': {'id': 'Q2280', 'pos': [25, 26]}, 't': {'id': 'Q184', 'pos': [20, 21]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0327', 'sentence_id': 47, 'h': {'id': 'Q50001', 'pos': [25, 26]}, 't': {'id': 'Q38', 'pos': [13, 14]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0339', 'sentence_id': 1, 'h': {'id': 'Q183', 'pos': [3, 4]}, 't': {'id': 'Q20', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0341', 'sentence_id': 9, 'h': {'id': 'Q843', 'pos': [9, 10]}, 't': {'id': 'Q1049', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0353', 'sentence_id': 5, 'h': {'id': 'Q39', 'pos': [38, 39]}, 't': {'id': 'Q38', 'pos': [29, 30]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0355', 'sentence_id': 6, 'h': {'id': 'Q43', 'pos': [7, 8]}, 't': {'id': 'Q41', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0381', 'sentence_id': 6, 'h': {'id': 'Q16007968', 'pos': [25, 26]}, 't': {'id': 'Q889', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0403', 'sentence_id': 2, 'h': {'id': 'Q158928', 'pos': [17, 18]}, 't': {'id': 'Q794', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0403', 'sentence_id': 2, 'h': {'id': 'Q49136', 'pos': [14, 16]}, 't': {'id': 'Q100', 'pos': [0, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0406', 'sentence_id': 1, 'h': {'id': 'Q843', 'pos': [17, 18]}, 't': {'id': 'Q664', 'pos': [1, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0406', 'sentence_id': 1, 'h': {'id': 'Q41', 'pos': [10, 11]}, 't': {'id': 'Q183', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 1, 'h': {'id': 'Q796', 'pos': [8, 9]}, 't': {'id': 'Q423', 'pos': [10, 12]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 1, 'h': {'id': 'Q169132', 'pos': [37, 38]}, 't': {'id': 'Q843', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 5, 'h': {'id': 'Q126', 'pos': [33, 34]}, 't': {'id': 'Q108', 'pos': [26, 27]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 6, 'h': {'id': 'Q155', 'pos': [0, 1]}, 't': {'id': 'Q750', 'pos': [23, 24]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 10, 'h': {'id': 'Q739', 'pos': [29, 30]}, 't': {'id': 'Q252', 'pos': [27, 28]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 11, 'h': {'id': 'Q423', 'pos': [27, 29]}, 't': {'id': 'Q794', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 11, 'h': {'id': 'Q843', 'pos': [7, 8]}, 't': {'id': 'Q148', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 14, 'h': {'id': 'Q20', 'pos': [19, 20]}, 't': {'id': 'Q51', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 15, 'h': {'id': 'Q884', 'pos': [40, 42]}, 't': {'id': 'Q423', 'pos': [45, 47]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 15, 'h': {'id': 'Q43', 'pos': [15, 16]}, 't': {'id': 'Q219', 'pos': [8, 9]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 16, 'h': {'id': 'Q953', 'pos': [20, 21]}, 't': {'id': 'Q115', 'pos': [16, 17]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 16, 'h': {'id': 'Q5838', 'pos': [6, 7]}, 't': {'id': 'Q889', 'pos': [7, 8]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 30, 'h': {'id': 'Q2861', 'pos': [12, 13]}, 't': {'id': 'Q24879', 'pos': [22, 23]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0407', 'sentence_id': 32, 'h': {'id': 'Q4412', 'pos': [7, 9]}, 't': {'id': 'Q1041', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0408', 'sentence_id': 16, 'h': {'id': 'Q183', 'pos': [2, 3]}, 't': {'id': 'Q40', 'pos': [12, 13]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0435', 'sentence_id': 1, 'h': {'id': 'Q212', 'pos': [14, 15]}, 't': {'id': 'Q183', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0464', 'sentence_id': 1, 'h': {'id': 'Q6943310', 'pos': [21, 24]}, 't': {'id': 'Q1049', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0464', 'sentence_id': 1, 'h': {'id': 'Q43', 'pos': [19, 20]}, 't': {'id': 'Q183', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0474', 'sentence_id': 1, 'h': {'id': 'Q43', 'pos': [14, 15]}, 't': {'id': 'Q41', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0474', 'sentence_id': 4, 'h': {'id': 'Q36', 'pos': [0, 1]}, 't': {'id': 'Q159', 'pos': [10, 11]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0480', 'sentence_id': 12, 'h': {'id': 'Q423', 'pos': [2, 4]}, 't': {'id': 'Q159', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0480', 'sentence_id': 34, 'h': {'id': 'Q16007968', 'pos': [0, 1]}, 't': {'id': 'Q889', 'pos': [18, 19]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0533', 'sentence_id': 1, 'h': {'id': 'Q851', 'pos': [19, 21]}, 't': {'id': 'Q817', 'pos': [5, 6]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0533', 'sentence_id': 1, 'h': {'id': 'Q681877', 'pos': [21, 23]}, 't': {'id': 'Q16', 'pos': [17, 18]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0544', 'sentence_id': 6, 'h': {'id': 'Q1196645', 'pos': [31, 32]}, 't': {'id': 'Q16', 'pos': [37, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0567', 'sentence_id': 5, 'h': {'id': 'Q874', 'pos': [23, 24]}, 't': {'id': 'Q265', 'pos': [19, 20]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0624', 'sentence_id': 1, 'h': {'id': 'Q324603', 'pos': [6, 7]}, 't': {'id': 'Q80978', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0624', 'sentence_id': 2, 'h': {'id': 'Q794', 'pos': [5, 6]}, 't': {'id': 'Q796', 'pos': [4, 5]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0624', 'sentence_id': 6, 'h': {'id': 'Q114', 'pos': [5, 6]}, 't': {'id': 'Q115', 'pos': [6, 7]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 1, 'h': {'id': 'Q134241', 'pos': [7, 8]}, 't': {'id': 'Q34370', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 2, 'h': {'id': 'Q5806', 'pos': [35, 36]}, 't': {'id': 'Q851', 'pos': [36, 38]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 6, 'h': {'id': 'Q318920', 'pos': [12, 14]}, 't': {'id': 'Q21', 'pos': [0, 1]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 9, 'h': {'id': 'Q33', 'pos': [7, 8]}, 't': {'id': 'Q184', 'pos': [2, 3]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 10, 'h': {'id': 'Q183', 'pos': [9, 10]}, 't': {'id': 'Q45', 'pos': [15, 16]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 16, 'h': {'id': 'Q132880', 'pos': [26, 28]}, 't': {'id': 'Q172', 'pos': [1, 2]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 17, 'h': {'id': 'Q717', 'pos': [13, 14]}, 't': {'id': 'Q241', 'pos': [50, 51]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0630', 'sentence_id': 17, 'h': {'id': 'Q159', 'pos': [16, 17]}, 't': {'id': 'Q183', 'pos': [32, 33]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0631', 'sentence_id': 1, 'h': {'id': 'Q183', 'pos': [20, 21]}, 't': {'id': 'Q34', 'pos': [9, 10]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0631', 'sentence_id': 2, 'h': {'id': 'Q323873', 'pos': [30, 31]}, 't': {'id': 'Q854', 'pos': [33, 35]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0631', 'sentence_id': 6, 'h': {'id': 'Q796', 'pos': [45, 46]}, 't': {'id': 'Q423', 'pos': [34, 36]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0631', 'sentence_id': 9, 'h': {'id': 'Q30', 'pos': [30, 32]}, 't': {'id': 'Q33', 'pos': [25, 26]}, 'relation': 'NA'}
{'doc_id': 'APW_ENG_20010605.0631', 'sentence_id': 10, 'h': {'id': 'Q33', 'pos': [0, 1]}, 't': {'id': 'Q16', 'pos': [9, 10]}, 'relation': 'NA'}
